1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Letter
-10081.463763888332,-398.5316036381249,-4647.6652798253635,47683.24466744002,-302.35204724693864,-9504.006445885474,-10653.713125433103,79754.48873692617,23194.628738716692,19899.020480992855,-2163.9394359516427,-3203.720236268072,3653.392631219939,14566.989489434898,87969.33596960736,27884.89644347387,Q
-7218.920554986067,4131.496445118957,-2351.336461464937,105838.10279823576,4144.549863880857,-7239.998250007421,-12511.076034435753,161986.2883670674,30735.637931303732,23140.9622002795,-15274.489256678733,-17128.700569713186,33327.99325323025,10371.499999940395,165601.66068096887,43285.76246330291,Q
-12493.462859804971,5795.539116327657,1919.8807382441448,107113.15806068874,12445.205443525963,-17785.46187704347,-18565.850682956065,151254.43354301853,28071.55586142014,20082.17067505964,-12430.386236952096,-12147.100227725534,5178.474507149996,14895.984816072561,171245.2302867449,47447.411411692075,Q
-15289.911960352894,508.5692415916016,-7790.365253730447,98508.4069977292,-556.2455125147716,-13551.795608019305,-17555.70829578737,162452.098721516,25187.398515629593,39374.9447911912,-14338.889937268488,-14659.503359735414,67773.10434259228,7382.758841843467,164286.0817058184,38407.47188418769,Q
-5284.689996801615,7539.846901875366,3828.0268106492535,111490.74721226064,12238.652973014472,-9549.31343189638,-12966.738696901644,155475.60518689218,32655.585724781246,11709.564830012898,-13837.428550413675,-15234.30082014809,-5813.822843292099,15316.197611832335,170624.8799711323,49180.878601178956,Q
-18189.871989473344,1923.099389445709,-4656.628329351942,99946.67469819484,5087.212334538977,-19962.454731757014,-21212.744261353524,155595.76816508392,23849.020761134718,36978.30134371536,-12432.956687564456,-11453.12326587716,48736.63768012973,10541.70853396756,168165.80810139276,41367.69221635965,Q
-6699.175441166812,4515.745284050141,-1899.8759269566451,106632.03676128827,4471.868809684373,-6709.501947105164,-12162.433524421875,162498.6574052164,31016.107620728926,23818.018891575204,-14901.215124275104,-16713.271047266848,33399.205911064855,10778.815839149456,166423.84724901288,43637.1989413737,Q
-11769.892188297772,6319.911041249161,2544.7237544922536,108166.95340477866,12909.27236190705,-17140.502290785586,-18087.121020212297,151657.3460885699,28501.871645673713,20170.32595519137,-12098.418128301875,-11820.563592977953,3720.9619547083325,15417.875697359526,172083.97949743026,47966.24010398866,Q
-14924.684455953176,921.7635895924079,-7332.445065074571,99365.41758363457,-156.77513560952374,-13258.831293443596,-17284.33576635549,162868.37761025163,25427.45625107959,39970.14939429157,-13966.71104034317,-14262.625785186981,67316.16763069245,7821.680047712332,165046.82332835477,38766.060920484175,Q
-4788.6600838494405,7963.85949419254,4216.410722304669,112431.86741255134,12532.779578301857,-9016.78312024869,-12497.642636018114,156280.60326345006,33040.72863349064,12280.786011312726,-13510.19901158798,-14988.498686373077,-5844.936471573887,15700.893485652625,171290.35845880015,49549.12359108014,Q
-17807.321883120763,2420.2245378761936,-4138.269023688916,100990.45646076876,5609.483195481682,-19683.21438827686,-20860.525472226796,156208.56359107062,24250.41338806312,37371.33441821747,-12053.37936322443,-11134.946183555865,47917.80387375401,11062.57123500958,168981.5797187781,41914.237071780815,Q
-6553.509122551575,4841.879587397527,-1675.7102818143705,107377.46743887276,4681.796393608617,-6496.892153846283,-11886.456535632198,163446.43842535478,31238.574533292598,24939.428262642417,-14569.515236558347,-16458.327050009615,34691.06968534824,11032.061103828086,166997.4153634805,43857.47538298075,Q
-11397.266256483348,6776.9595118712805,2960.1979804275015,109129.44187276863,13297.700977051376,-16760.500283300913,-17673.077305922186,152582.23892238605,28941.26223817614,20739.736645190318,-11771.277996454,-11602.097642671783,3895.8196515821996,15812.473393973518,172783.49969190356,48401.741492955865,Q
-14882.663176377198,1271.5013350845975,-7047.661488969504,100081.70158644934,181.45146148818273,-13215.737130133764,-17129.34877030239,163627.46520369832,25667.46928304068,41007.65031667356,-13609.88779185865,-13946.99680173359,68372.06403876115,8146.428542903489,165732.64190347696,39079.00769460293,Q
-4649.095791470503,8279.935512535038,4410.870899065841,113089.83571408222,12724.624600961757,-8775.764259787114,-12252.086371432111,157140.9889627682,33339.616160347,13345.44430320791,-13249.197691583358,-14811.092890631306,-4349.29184309147,15900.583970616339,171810.97529065315,49728.27282288943,Q
-17696.70309981145,2800.2936005942347,-3809.9666011293652,101716.19525148813,6001.577496716678,-19590.834628443077,-20687.72413584282,156850.95272671615,24536.04633045749,38166.184802792646,-11771.345051687367,-10888.294683491551,48478.20681073747,11375.92034052853,169589.6365749403,42180.69221743253,Q
-6602.8617743088935,5083.77016589286,-1593.992304085768,107847.5022730234,4788.794194316172,-6428.898147213238,-11778.050575023959,164282.0807435609,31412.426401665976,26267.837139110226,-14314.9288672124,-16226.271239074618,36794.480597314905,11182.845971923587,167474.75921806804,43909.510244072706,Q
-11198.134565131017,7138.923661580523,3253.430515936675,109838.3721516576,13640.59908874024,-16528.042140965717,-17423.765948267694,153359.2526148859,29296.900844204527,21502.69109042777,-11537.255232006935,-11419.729759660931,4654.3037479285895,16092.339586298418,173361.60521049562,48655.27733031241,Q
-14951.57360453291,1558.4977338907402,-6889.74641439276,100610.25328758398,425.688973151323,-13242.134540335483,-17053.91163276573,164378.3944104188,25854.3522184315,42221.99824118594,-13338.694076382408,-13663.219054129011,69797.74770709846,8394.957589502048,166321.18568672964,39246.37755708427,Q
-4523.009600998116,8544.535463396962,4540.220444228702,113609.7149383682,12856.142265336784,-8529.06805623389,-12036.61555488295,157927.14451875025,33637.65432091407,14242.978601810766,-13055.475122389213,-14656.150598067117,-2832.9718509878935,16089.344452541407,172273.63404913354,49827.35810605981,Q
-17548.28751662821,3183.178983113645,-3467.806097007525,102417.61534424011,6456.904883015738,-19478.96414744427,-20520.175459405837,157392.31197742367,24852.703494155827,38786.53511840524,-11530.147377270148,-10648.214596297097,48661.379356548714,11724.115815653304,170229.36585299563,42481.12201465631,Q
-6641.7761614055835,5315.870680316768,-1511.2237943677658,108249.20782437419,4900.5976200816185,-6357.841951589818,-11694.186829827648,164961.59612674668,31566.0499413073,27478.698191487576,-14112.712635125237,-16013.773204538013,38625.42374437139,11318.43165378948,167912.20520880286,43923.569491335096,Q
