1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Letter
-22167.610784484245,-7804.737425415209,-24463.760788889027,70396.64034803395,-22513.92871307477,-28062.905736315937,-23791.50972265121,53681.75997516632,-22625.62038011794,-27559.611506415786,-30142.936723582356,-36917.325784841276,-20559.87215755846,4447.572463461454,93749.98882412778,-71.45852702361668,J
-47408.63113506212,-18451.74502751172,-50382.910714496466,137071.46937507027,-46149.42325942794,-58541.3644959169,-50723.216023828514,103356.7462392743,-13833.137015478256,-27871.351286333953,-49606.29935339682,-56270.76253542454,-73884.09362841769,892.8851357561513,94100.710046376,170.8567346163672,J
-86124.26652005513,-49731.02208745743,-83842.71220477966,101376.96282588993,-76185.47394102502,-93321.46117943063,-85750.61240799575,53095.33960763689,-52394.88063989647,-53787.08139503973,-78695.28427067808,-84362.90435348802,20342.993181108617,-27422.528257671387,64397.968578096465,-30920.799782371498,J
-39137.09987844228,-11449.099951875205,-44019.36906807054,145793.92472433147,-40669.04373992011,-51369.382604286984,-43015.865149005076,114266.78917012086,-38273.3837692003,-46023.270013722184,-70563.11614073708,-76582.88795744038,-59068.10570575067,-16939.314238943367,72763.33245793969,-21337.60110588087,J
-75287.96199416662,-41191.00167644044,-73946.92438208156,111185.13181032322,-67374.12570406505,-83398.69480117498,-76010.1915610065,67316.36879639255,-23553.217775013185,-33311.944700711334,-55417.37293212092,-61857.26813760617,-24208.101535809226,-6314.032532457416,88217.08270514998,-6513.566555209942,J
-63615.52341169398,-31234.059480912627,-65138.07954050059,123387.79847476466,-59702.06823373655,-73328.31750253648,-65141.4770056578,82524.13809587219,-62399.40969936964,-62151.238280682366,-88696.08058882722,-94109.7625028804,1175.9029240492493,-34655.73157736439,54302.713787879205,-40714.998926520224,J
-47351.81300065673,-18366.339011947992,-50226.24733760922,137889.07383550095,-46257.7174613139,-58459.42300074375,-50632.892624484615,103779.50713390198,-14204.421842625361,-28049.628800109484,-49772.70809086658,-56469.11191572093,-73970.0584375928,732.578424522689,94060.92394124555,87.95411443163329,J
-86277.55478352962,-49844.30072835693,-83863.298161423,101986.94193207526,-76459.57338328045,-93426.42497139276,-85848.53540045445,53299.54514498057,-52475.81630656914,-53772.91038905506,-78591.99685955011,-84295.42443697744,20184.18403675366,-27340.36324505368,64652.085560808846,-30716.571893283355,J
-39391.23921289912,-11640.900271046195,-44140.58257825167,146360.5414462735,-41031.94666289648,-51574.52691489779,-43189.0464650448,114419.25041905051,-38877.283200893784,-46364.31293062126,-70867.70336242954,-76908.79874334321,-58527.4170073768,-17203.802431083015,72624.70693882788,-21539.862041456945,J
-75271.57816548088,-41174.77430996589,-73844.7322064319,112029.24543967789,-67535.32648507673,-83360.00393152285,-75905.9653766114,67962.15539719527,-23777.09284747754,-33420.21655085284,-55443.993859767186,-61918.288399969155,-24527.28444663101,-6293.513631047444,88402.19985272884,-6383.099422824314,J
-64100.86919079652,-31632.83695373976,-65481.8046667343,123740.19607784702,-60265.19808354355,-73755.4593390774,-65501.87653325517,82455.54059213884,-62912.114013685474,-62433.87608931972,-88910.8808530427,-94346.37806968429,1667.1719154324433,-34794.69237264304,54317.2200700307,-40773.15816559293,J
-47247.810333706184,-18277.28966203805,-50077.96586489271,138803.8189773344,-46374.21475341496,-58365.03158390899,-50444.64623268202,104481.48602026535,-14686.90659843762,-28309.624291613614,-49997.74545404261,-56716.90335475247,-74191.87714956727,603.6088590155672,94067.58476109324,33.92994808315612,J
-86453.53006762626,-49983.306227124485,-83947.65364499732,102594.2164771815,-76770.10616899803,-93581.65783663485,-85921.7820670345,53563.5415987422,-52579.036662463746,-53745.57420558622,-78487.05541933244,-84219.09322966257,19934.760920376888,-27198.586129973668,64966.552253550566,-30445.22171559593,J
-39516.85601673794,-11730.441359334154,-44202.988648770886,146990.36890153514,-41320.418276836666,-51692.87940178865,-43229.61488123118,114664.91844235879,-39535.96675824723,-46718.43161802669,-71229.2651807386,-77275.94849776608,-58044.52992016434,-17466.524835410695,72470.41284685288,-21751.30954400415,J
-74989.25328126589,-40918.19863536342,-73548.16926099888,112990.28104427828,-67481.83876059517,-83109.30676571211,-75603.90390204238,68598.91189323807,-23729.997721910207,-33294.286822591646,-55249.578386494926,-61749.01863920911,-25368.58175618431,-6087.676416358521,88760.23009541394,-6040.6259942801,J
-64403.198886299004,-31848.464232500108,-65681.09282029782,124149.85885022389,-60636.147634523826,-74029.469374355,-65750.517338576,82347.46990769744,-63187.755726308314,-62536.7611690475,-88964.25681880198,-94409.85702393735,2153.858799202299,-34835.73017546299,54445.16145529288,-40694.949411743815,J
-46918.77030357961,-17974.200007224084,-49743.427305630124,139816.62122209326,-46271.888467298566,-58078.32575778077,-50126.893833505375,105221.84285185848,-14948.91374694273,-28447.579258391772,-50108.520699563116,-56831.94778346393,-74539.04444444709,537.1794744943946,94121.45246523053,66.4293845211726,J
-86490.63396342206,-49972.68914850821,-83905.72177239916,103230.05655170162,-76922.2097900164,-93609.91044162637,-85954.34855870588,53809.79076740632,-52431.67161126991,-53594.78933749072,-78246.28242805987,-84001.56605262353,19722.687568984937,-26989.99965071674,65429.65804692007,-30036.698882186283,J
-37983.168719192596,-10543.89900492418,-42891.45533936684,148993.97927450886,-40424.98504221261,-50336.7320104518,-41830.61919577351,116946.0033710007,-39866.28083780776,-46955.3824609974,-71380.78765640112,-77455.81298539793,-57849.488598047334,-17607.743156879325,72521.44187944435,-21767.849834901077,J
-70745.03698885882,-37573.215374137806,-69874.25772836898,117538.9951514,-64516.23165800949,-79420.88895093072,-71920.33641580777,74236.80415592244,-20141.6039635663,-30622.38164214869,-51972.58913190236,-58723.37475101647,-30561.540193741348,-3132.7087441335616,92463.86944816941,-2372.369452997381,J
-62232.12924386612,-30130.35269145402,-63726.36571244785,126807.19069328198,-59128.94715415802,-72147.92187785171,-63943.40115110888,85158.31353167458,-60949.94377493188,-60755.66241212636,-86755.81505963982,-92410.33702019895,3382.154212254788,-33390.86871038302,57049.05027735833,-38254.4294899022,J
-41049.55983752726,-13423.451891356934,-44741.75509712161,145753.98215698983,-42153.8477723417,-52937.71510573806,-44971.866306289,112612.26834205013,-11927.114358796402,-26202.212417389444,-47247.98914766183,-54218.49241477161,-77089.69141122,2551.69749876231,97325.84325383225,3172.62895973074,J
-82323.7323550859,-46700.23729804007,-80228.21160891195,107748.95343171996,-73880.20442488247,-89992.63822944621,-82440.18494369804,58828.83028135661,-47411.04512346329,-49759.00647151548,-73518.82142052906,-79645.61338968437,18440.45739656179,-23690.16691329085,70638.6203335071,-24992.066620834667,J
-35114.076449164924,-8300.074434289269,-40346.61982615231,152313.7497679889,-38342.629473522844,-47823.47951215262,-39405.119646205865,120138.52538329667,-37368.74161586066,-45045.33649031359,-68836.1980123756,-75140.39577727269,-55884.971426125936,-16559.80396983671,75343.5284308825,-19119.481041369563,J
-68157.44258850129,-35546.22507646383,-67565.18841566902,120608.64962442513,-62626.79399571347,-77118.07812667824,-69690.01229882387,77057.01316082635,-17804.70672901949,-28977.181491515817,-49636.85418806722,-56572.84636173801,-30062.358684820974,-2284.4600420546585,94957.78768751475,25.458636934594743,J
-60811.340607564525,-29046.717768516275,-62410.67497857511,128820.99346172732,-58126.69493278205,-70863.05419958284,-62725.83457539494,86543.40643208104,-59482.61880667434,-59784.367356820985,-85125.72468825874,-90913.1054178602,4879.318759360166,-33163.953800672745,58787.01016748073,-36610.63749917001,J
