,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Letter
90,90349.79675,42369.408,12410.0685,48078.73643,21029.59407,-30958.64129,-12917.47545,102015.4404,132385.3814,4169.784983,-21635.72867,-17802.47155,84917.38408,54365.81276,117959.275,41654.77802,T
92,94057.59353,41867.79015,11845.97753,47377.33869,20465.90542,-31429.59254,-13494.26222,103894.3727,136354.5372,3988.802909,-21843.6446,-17938.169,84753.36698,54101.63749,117445.2966,41059.57342,T
94,89850.88347,42620.99923,12473.65921,48236.83032,20966.31628,-30927.10297,-12966.98457,102942.1884,134379.4476,3923.826387,-21845.5445,-18133.65735,84594.60254,54088.40526,117492.5706,41126.53925,T
96,93062.9409,42036.50111,12081.3414,47607.29344,20773.33132,-31248.96809,-13240.90519,102808.5027,133635.1122,4172.869524,-21682.01914,-17694.91496,85074.06981,54417.26648,117957.688,41512.82209,T
98,92337.17976,42400.36516,12210.8474,47908.12557,20677.62115,-31158.0859,-13247.87894,104277.1911,137022.3626,3879.01114,-21918.41119,-18139.22294,84660.49548,54040.95251,117397.2851,40860.7323,T
100,90513.00919,42555.79919,12492.63585,48161.68376,21107.84752,-30931.52862,-12919.77768,102211.7334,132550.3373,4174.255332,-21648.40211,-17766.57465,85095.16985,54490.82607,118147.5214,41595.14357,T
102,94263.96719,42062.31738,11949.22023,47491.13142,20562.66613,-31382.16214,-13467.23896,104107.3849,136507.4231,4014.328601,-21838.459,-17877.88634,84968.30135,54250.83539,117687.9695,41037.42284,T
104,89991.83357,42806.96575,12559.02053,48327.73487,21056.03618,-30896.90577,-12961.17311,103087.1395,134573.7737,3960.930283,-21827.08196,-18061.81885,84829.877,54249.24842,117760.7245,41121.71127,T
106,93020.96433,42198.21599,12123.11681,47645.22435,20844.78984,-31247.78345,-13283.35116,102783.9604,133652.8818,4189.499222,-21680.94625,-17644.51178,85264.70784,54549.18647,118156.8644,41481.57435,T
108,92418.00367,42586.01875,12292.92301,48008.50725,20768.6151,-31117.47278,-13234.35613,104370.4649,137023.9272,3898.703027,-21914.85726,-18084.88585,84855.51445,54176.00175,117600.373,40870.41061,T
110,90454.40292,42742.48096,12568.02828,48248.58734,21198.57326,-30899.78914,-12920.55999,102210.6158,132550.1138,4202.038551,-21635.81808,-17706.87314,85304.96333,54638.66051,118382.3488,41643.55745,T
112,94193.6933,42260.77852,12049.9819,47601.54904,20671.42971,-31328.07092,-13434.56071,104085.6143,136417.5914,4055.098183,-21816.39782,-17801.7116,85196.60207,54414.9866,117945.1934,41124.68405,T
114,89989.84426,43040.58618,12707.65963,48497.9434,21190.14665,-30801.91085,-12874.82832,103118.7896,134573.2596,4043.072944,-21770.30853,-17940.7618,85135.91708,54463.53459,118122.5321,41297.6195,T
116,92905.9646,42429.80241,12274.99691,47802.55828,20987.37162,-31153.92848,-13201.76729,102710.8032,133560.8373,4274.055871,-21627.86086,-17518.73851,85572.71487,54767.51831,118524.6847,41663.76342,T
118,92246.96812,42803.233,12430.60975,48135.42046,20905.89951,-31033.98902,-13168.15027,104227.4584,136880.362,3978.878734,-21879.58621,-17958.33027,85153.86553,54384.69999,117933.4364,41005.5269,T
120,90235.46758,42990.18299,12745.21056,48425.23318,21364.33379,-30778.39682,-12806.43199,102056.3888,132360.2357,4312.031485,-21583.15737,-17548.48868,85646.58739,54878.83,118772.4091,41809.47445,T
122,94009.31376,42503.78668,12236.73072,47779.35717,20840.85594,-31200.77773,-13312.81076,103906.2639,136220.6502,4179.463289,-21752.6283,-17623.07645,85557.94037,54673.97626,118364.6239,41311.81286,T
124,89715.81187,43282.92379,12901.24809,48680.51245,21371.86633,-30671.26491,-12751.24553,102902.6706,134330.8773,4167.348643,-21719.07833,-17761.61257,85487.28651,54714.41057,118522.7625,41465.34699,T
